,med_advi,spo_tuto,fin_crit,spo_summ
med_advi,86.7588932806324,86.7588932806324,73.42419080068143,87.78625954198473
spo_tuto,21.14624505928854,99.40711462450594,62.180579216354346,87.78625954198473
fin_crit,82.21343873517787,98.22134387351778,96.25212947189097,96.18320610687023
spo_summ,52.17391304347826,83.99209486166008,21.12436115843271,91.22137404580153
