,med_advi,spo_tuto,fin_crit,spo_summ
med_advi,84.78260869565217,80.8300395256917,50.255536626916516,57.63358778625955
spo_tuto,18.57707509881423,81.42292490118577,20.61328790459966,45.80152671755725
fin_crit,77.07509881422925,85.96837944664031,80.57921635434411,56.48854961832062
spo_summ,39.52569169960474,47.82608695652174,3.2367972742759794,44.274809160305345
